0	3	1
0	8	1
0	9	1
0	10	1
0	16	1
0	17	1
0	19	1
0	21	1
0	29	1
0	34	1
0	36	1
0	37	1
0	43	1
0	56	1
0	57	1
0	66	1
0	70	1
0	71	1
0	74	1
0	75	1
0	88	1
0	89	1
0	94	1
0	95	1
0	112	1
0	114	1
0	115	1
0	116	1
0	120	1
0	122	1
0	123	1
0	125	1
0	145	1
0	150	1
0	151	1
0	153	1
0	155	1
0	157	1
0	159	1
0	160	1
0	174	1
0	177	1
0	178	1
0	193	1
0	213	1
0	221	1
0	222	1
0	230	1
0	248	1
0	249	1
0	254	1
0	255	1
0	258	1
0	259	1
0	263	1
0	275	1
0	290	1
0	291	1
0	295	1
0	299	1
0	303	1
0	304	1
0	308	1
0	329	1
0	332	1
0	345	1
0	346	1
0	350	1
0	372	1
0	376	1
0	378	1
0	394	1
0	415	1
0	429	1
0	431	1
0	438	1
0	454	1
0	458	1
0	461	1
0	471	1
0	482	1
0	490	1
0	492	1
0	502	1
0	516	1
0	518	1
0	522	1
0	528	1
0	542	1
0	544	1
0	553	1
0	562	1
0	585	1
0	586	1
0	593	1
0	595	1
0	616	1
0	622	1
0	624	1
0	635	1
0	648	1
0	682	1
0	696	1
0	700	1
0	709	1
0	711	1
0	724	1
0	733	1
0	743	1
0	746	1
0	752	1
0	782	1
0	803	1
0	809	1
0	816	1
0	820	1
0	872	1
0	886	1
0	889	1
0	894	1
0	949	1
0	953	1
0	956	1
0	962	1
0	1022	1
0	1023	1
0	1026	1
0	1027	1
0	1041	1
0	1049	1
0	1058	1
0	1059	1
0	1063	1
0	1064	1
0	1070	1
0	1115	1
0	1127	1
0	1134	1
0	1145	1
0	1146	1
0	1175	1
0	1178	1
0	1184	1
0	1193	1
0	1196	1
0	1230	1
0	1246	1
0	1249	1
0	1265	1
0	1280	1
0	1281	1
0	1282	1
0	1286	1
0	1288	1
0	1293	1
0	1300	1
0	1311	1
0	1313	1
0	1314	1
0	1316	1
0	1329	1
0	1334	1
0	1335	1
0	1337	1
0	1340	1
0	1351	1
0	1353	1
0	1354	1
0	1363	1
0	1380	1
0	1390	1
0	1411	1
0	1440	1
0	1443	1
0	1455	1
0	1456	1
0	1473	1
0	1480	1
0	1481	1
0	1489	1
0	1491	1
0	1492	1
0	1494	1
0	1498	1
0	1503	1
0	1507	1
0	1508	1
0	1517	1
0	1519	1
0	1520	1
0	1523	1
0	1536	1
0	1568	1
0	1571	1
0	1572	1
0	1577	1
0	1581	1
0	1587	1
0	1588	1
0	1604	1
0	1713	1
0	1718	1
0	1722	1
0	1734	1
0	1747	1
0	1748	1
0	1758	1
0	1791	1
0	1810	1
0	1820	1
0	1824	1
0	1833	1
0	1838	1
0	1840	1
0	1841	1
0	1844	1
0	1854	1
0	1858	1
0	1860	1
0	1865	1
0	1875	1
0	1879	1
0	1883	1
0	1884	1
0	1899	1
0	1921	1
0	1940	1
0	1950	1
0	2088	1
0	2091	1
0	2100	1
0	2106	1
0	2111	1
0	2115	1
0	2117	1
0	2125	1
0	2134	1
0	2142	1
0	2145	1
0	2147	1
0	2161	1
0	2164	1
0	2165	1
0	2171	1
0	2175	1
0	2176	1
0	2179	1
0	2183	1
0	2215	1
0	2225	1
0	2233	1
0	2236	1
0	2250	1
0	2258	1
0	2259	1
0	2269	1
0	2274	1
0	2279	1
0	2280	1
0	2294	1
0	2313	1
0	2322	1
0	2332	1
0	2336	1
0	2349	1
0	2350	1
0	2365	1
0	2366	1
0	2376	1
0	2381	1
0	2389	1
0	2399	1
0	2425	1
0	2446	1
0	2470	1
0	2496	1
0	2557	1
0	2584	1
0	2603	1
0	2617	1
0	2685	1
0	2693	1
0	2698	1
0	2705	1
0	2723	1
0	2729	1
0	2740	1
0	2741	1
0	2744	1
0	2745	1
0	2748	1
0	2750	1
0	2754	1
0	2761	1
0	2762	1
0	2765	1
0	2770	1
0	2773	1
0	2777	1
0	2778	1
0	2781	1
0	2782	1
0	2784	1
0	2791	1
0	2799	1
0	2804	1
0	2806	1
0	2808	1
0	2818	1
0	2821	1
0	2824	1
0	2828	1
0	2842	1
0	2843	1
0	2844	1
0	2846	1
0	2856	1
0	2868	1
0	2874	1
0	2879	1
0	2896	1
0	2902	1
0	2905	1
0	2907	1
0	2924	1
0	2925	1
0	2939	1
0	2940	1
0	2945	1
0	2950	1
0	2960	1
0	2964	1
0	2994	1
0	2997	1
0	2998	1
0	2999	1
0	3004	1
0	3008	1
